TrainingHours,FitnessScore,PerformanceRating,OpponentRank
5.45,80.43,5.719,31
5.13,79.18,4.706,70
5.04,73.93,3.017,99
9.71,67.52,6.673,51
3.6,83.61,6.697,6
5.8,65.35,6.357,17
6.68,66.4,4.73,65
4.04,80.27,3.326,92
6.97,72.89,6.12,44
5.2,55.35,3.537,61
6.75,65.38,3.49,95
5.78,79.06,7.197,16
1.9,72.3,2.514,68
8.61,73.99,6.16,67
10.0,77.62,9.126,7
5.65,79.56,4.945,60
4.2,76.16,5.584,23
9.01,41.72,4.337,68
9.78,74.45,8.313,20
5.66,69.84,4.095,77
5.56,75.31,4.105,72
5.84,85.68,6.124,36
2.65,64.28,1.792,98
5.42,75.7,4.711,68
9.43,79.77,8.11,26
5.66,71.9,5.623,35
3.92,61.91,3.581,53
6.99,62.96,6.372,20
4.67,74.65,6.41,10
5.87,68.8,4.208,70
3.46,55.72,1.481,94
3.93,67.02,5.972,3
7.48,61.99,4.092,84
6.23,82.48,6.306,46
4.45,60.16,3.216,67
6.24,89.2,4.902,80
4.79,96.6,7.414,4
4.43,67.59,4.72,40
8.33,68.86,6.484,39
7.57,84.44,7.862,17
5.96,85.84,6.543,29
6.29,70.08,7.183,4
5.98,70.6,4.449,74
6.97,70.68,4.595,73
4.4,66.48,3.254,75
7.73,84.11,5.691,65
6.71,76.55,4.024,95
5.47,67.75,6.178,17
5.02,75.65,4.172,64
7.68,71.22,4.105,100
5.7,100.0,6.356,47
4.6,72.51,5.67,18
5.23,82.4,4.6,71
7.54,79.35,7.191,26
2.78,73.49,5.035,24
5.29,79.4,5.76,33
8.14,77.1,4.677,90
5.66,99.87,7.184,29
6.55,74.03,3.856,88
8.17,48.93,5.621,46
7.78,96.89,6.5,76
5.12,69.9,2.616,92
5.74,75.86,6.459,26
7.81,69.56,6.061,41
7.88,69.01,7.046,25
5.82,63.81,6.095,15
5.89,54.98,2.812,95
6.54,67.83,5.851,34
8.73,80.14,6.75,51
8.14,58.54,4.335,72
7.39,80.05,7.682,27
3.84,98.2,6.996,4
5.45,77.87,4.165,76
5.56,61.11,3.028,95
8.84,79.03,5.879,85
5.52,84.58,7.15,20
8.51,88.04,6.665,48
4.86,76.88,5.049,53
5.02,81.04,4.791,63
6.96,83.5,7.63,17
9.14,81.02,5.088,95
5.58,78.18,4.325,79
0.87,68.61,3.738,32
2.87,84.54,3.874,66
6.6,69.64,4.035,92
3.05,100.0,3.721,85
4.27,68.6,4.488,50
6.02,83.03,7.089,13
1.1,62.22,0.91,97
5.24,70.23,5.638,27
3.67,69.11,5.088,26
3.0,61.33,3.587,53
4.4,69.26,5.089,34
3.86,78.6,3.093,82
6.94,72.53,4.643,74
8.39,86.93,5.846,83
5.27,65.69,4.484,57
4.81,81.97,6.8,12
5.17,69.07,2.889,88
3.78,86.29,4.079,65
3.42,82.83,6.561,9
2.71,85.13,3.041,93
3.34,73.39,4.478,45
9.26,88.29,5.973,92
4.62,58.4,1.744,99
0.12,79.46,1.868,82
4.83,76.38,4.668,44
2.82,83.34,4.717,48
6.12,74.24,6.832,19
5.9,65.16,3.298,86
6.11,64.08,3.648,82
5.92,74.88,5.403,54
5.25,72.4,3.821,76
3.09,83.57,3.308,73
5.85,84.54,6.757,36
8.04,75.48,7.888,15
9.63,75.26,8.706,9
5.52,85.65,7.328,9
5.74,72.55,5.453,46
7.0,72.96,6.451,31
8.99,61.77,5.874,55
5.03,83.79,4.573,70
7.39,74.1,5.848,58
4.35,86.37,6.51,15
6.66,62.93,5.61,40
7.94,70.09,7.655,10
3.42,84.46,6.578,1
4.95,78.26,4.132,72
7.91,63.17,6.718,24
7.23,84.23,5.321,85
8.07,61.95,5.242,64
7.7,83.28,7.02,48
5.32,65.2,2.823,100
10.0,87.11,5.592,94
6.27,76.13,5.571,50
0.0,78.44,4.556,3
5.44,74.19,4.657,70
5.06,75.88,4.237,64
7.59,75.83,7.102,25
5.1,82.06,4.715,56
8.2,74.37,6.744,41
7.12,89.62,6.238,59
4.0,67.64,5.125,33
5.72,83.61,4.806,75
4.45,80.64,6.312,12
6.37,87.33,8.493,1
4.44,76.21,4.009,68
6.15,78.29,4.288,69
5.46,78.18,3.283,99
5.7,62.84,4.459,59
10.0,78.94,6.411,75
5.28,100.0,7.212,30
2.13,91.09,4.846,33
8.03,67.2,6.485,40
8.02,56.99,4.035,85
2.04,75.52,4.286,22
4.6,85.83,6.337,25
6.87,74.61,3.664,98
7.05,93.89,8.45,4
5.99,67.2,6.589,12
6.04,77.25,6.784,4
4.12,73.91,5.826,23
1.2,82.31,2.667,70
10.0,83.0,7.043,58
4.06,86.89,3.284,97
6.35,73.76,5.424,35
5.68,87.58,5.699,58
7.79,78.45,4.451,97
6.23,88.6,8.164,6
6.31,90.0,7.788,7
0.73,75.18,3.802,21
4.33,68.26,5.445,15
7.49,77.04,5.471,66
7.31,84.91,4.697,87
4.1,59.95,2.836,67
2.84,70.05,5.316,12
6.25,81.83,5.715,49
0.19,49.12,0.441,79
3.7,64.66,3.212,62
9.52,68.87,7.443,33
8.89,74.17,6.014,61
6.97,71.78,6.82,13
6.61,71.97,7.025,13
2.1,61.69,2.614,59
4.52,92.7,6.226,28
5.41,68.92,3.793,77
4.56,55.97,5.073,24
5.3,86.35,6.17,30
8.6,67.25,4.219,100
4.92,62.88,6.282,4
5.32,81.78,7.1,13
7.48,69.81,4.777,76
3.16,76.68,5.968,1
4.32,68.66,4.46,44
4.52,70.37,5.002,49
6.11,65.07,3.932,81
5.31,62.86,5.6,24
5.37,100.0,6.818,34
4.67,66.72,4.623,39
3.86,60.37,4.119,42
7.22,86.3,8.057,7
5.32,77.67,6.125,23
7.24,75.17,6.92,21
3.78,70.12,4.638,43
4.67,70.93,4.063,60
5.56,72.03,5.561,24
5.74,86.37,3.839,100
7.51,72.52,5.134,67
5.14,86.44,3.897,93
7.49,74.46,6.718,28
6.75,72.95,4.825,66
5.79,64.79,6.662,4
4.1,96.45,4.344,81
7.51,75.15,4.822,84
4.15,74.99,5.021,36
5.96,93.59,5.859,57
5.89,79.17,4.386,90
5.59,80.27,5.132,57
5.22,75.6,3.954,86
4.36,67.26,5.426,19
2.77,87.17,5.383,31
8.81,60.84,6.602,42
5.02,65.23,4.441,60
5.74,67.23,2.995,89
5.73,77.51,6.554,30
8.19,74.84,6.308,48
9.87,56.37,5.246,73
6.32,98.17,7.22,30
5.69,82.6,6.392,41
3.75,70.09,4.848,32
3.11,79.33,3.927,59
2.45,79.47,4.123,48
4.41,71.7,3.44,79
1.82,78.94,1.897,100
8.16,79.06,4.414,99
6.85,85.91,5.709,65
5.5,75.69,6.074,21
8.22,78.22,6.836,36
3.86,72.91,3.725,67
4.36,70.67,3.487,79
2.13,67.3,2.291,88
7.55,66.96,6.819,16
4.38,70.35,4.396,58
6.03,72.64,6.719,7
8.01,85.06,5.277,80
8.74,71.21,7.267,28
5.94,71.67,5.458,50
6.77,72.08,7.109,12
4.19,74.52,5.63,25
9.37,91.98,8.565,30
5.67,71.21,4.256,72
6.16,80.61,7.496,11
5.19,78.5,4.862,60
8.4,75.62,7.327,42
6.4,65.42,3.169,100
7.52,80.24,4.435,100
6.71,55.74,4.576,55
5.56,64.79,5.047,36
7.86,69.58,5.558,49
6.69,72.75,5.219,46
4.08,75.84,2.817,94
4.02,88.91,4.749,70
6.3,81.3,6.581,35
7.81,76.69,4.603,94
9.28,71.64,7.999,14
2.45,71.75,4.467,37
6.05,63.65,3.437,92
6.98,53.93,4.952,40
6.59,62.25,5.204,52
8.02,86.71,6.991,41
7.31,67.88,7.442,5
4.03,69.75,5.191,21
3.97,85.21,5.177,55
6.62,48.58,4.303,49
7.98,69.14,5.773,61
6.29,64.02,7.028,6
2.84,77.94,4.203,51
3.91,80.57,4.347,61
7.38,80.73,5.616,62
5.3,90.08,6.721,24
6.24,80.54,5.401,52
8.13,77.49,7.874,16
3.6,99.33,7.188,7
5.17,53.72,4.258,42
4.95,97.01,4.373,90
6.71,92.42,7.616,21
7.55,73.52,5.9,48
3.04,67.93,3.387,60
5.99,68.42,4.339,82
7.74,72.11,7.201,17
2.29,86.96,5.085,21
5.87,50.33,3.916,52
3.57,95.1,6.893,6
4.72,74.99,6.153,19
0.99,86.77,2.867,66
8.79,62.7,7.349,19
5.29,82.24,6.396,22
4.39,78.87,3.627,80
6.66,80.64,6.518,25
3.92,68.08,4.345,44
3.73,71.17,5.504,11
9.02,62.65,5.179,76
9.62,82.64,8.153,28
4.82,88.43,5.28,66
8.13,77.82,6.77,38
6.71,48.21,3.711,76
3.17,88.57,5.743,25
4.14,76.19,6.76,2
9.1,48.46,6.694,33
3.15,57.97,4.809,13
10.0,64.46,6.346,56
4.86,75.0,4.819,52
9.16,64.79,6.022,45
5.39,66.1,4.75,50
7.6,84.14,5.898,59
8.79,86.87,6.452,64
8.78,84.49,5.412,88
4.83,58.64,2.998,84
4.29,84.43,3.717,84
5.84,70.21,5.12,47
3.4,94.63,6.469,12
6.48,77.6,5.801,45
4.36,87.16,6.044,37
8.17,80.56,8.097,8
4.86,79.33,3.334,100
2.52,71.32,1.747,97
8.8,87.07,7.16,31
6.37,84.31,6.262,29
6.06,71.69,6.348,18
8.19,70.6,6.123,56
7.74,67.88,6.919,20
4.48,83.18,3.989,72
5.1,77.36,5.195,46
3.77,77.88,3.178,88
3.07,71.39,5.667,1
7.16,89.58,6.221,58
6.78,60.11,4.22,67
7.52,82.82,5.682,75
8.56,84.82,7.666,42
7.55,71.83,6.298,43
7.73,60.5,7.141,3
1.84,78.83,4.735,21
5.39,86.96,4.851,69
7.93,92.72,5.981,65
3.66,81.57,3.74,78
6.18,68.86,4.027,68
7.04,81.93,6.959,19
6.89,80.01,5.918,47
6.74,78.22,6.746,20
7.2,66.15,7.409,7
6.36,80.98,5.406,60
3.07,79.7,4.405,48
7.01,99.28,8.632,9
6.57,75.88,6.764,34
3.1,91.95,4.986,42
8.76,88.91,8.631,13
7.07,75.5,5.368,68
3.24,87.37,4.996,36
4.37,67.17,5.687,19
4.87,73.08,3.351,81
4.87,69.64,4.297,60
6.59,73.42,4.048,89
4.05,54.96,5.005,14
8.26,92.99,8.696,5
8.09,71.95,8.018,7
7.24,82.87,5.303,78
6.09,77.45,3.462,97
7.87,72.28,5.315,76
5.45,62.23,4.597,52
4.55,65.86,6.361,4
8.38,72.64,6.011,52
6.64,70.25,5.087,56
4.63,65.26,5.929,6
5.16,68.13,4.407,65
4.53,79.61,3.611,84
10.0,83.77,5.741,90
6.01,63.34,3.288,87
6.32,66.2,3.78,76
7.44,77.15,7.815,13
3.57,73.37,4.24,59
8.19,71.34,5.538,57
4.78,84.22,3.939,82
9.66,76.85,5.167,95
5.37,58.77,4.327,46
8.08,67.01,5.875,53
1.01,58.39,3.728,28
3.65,73.21,3.611,69
5.41,61.72,5.925,39
1.94,57.39,4.117,20
7.2,54.45,6.193,20
6.63,94.84,4.465,98
4.02,61.35,4.213,50
5.97,71.84,6.598,14
7.61,75.59,7.625,15
1.79,76.19,4.11,36
3.45,81.21,5.474,30
5.33,74.49,5.9,18
6.05,70.46,3.567,98
5.88,77.2,6.528,26
7.78,77.09,4.101,100
6.95,75.51,4.602,83
7.39,81.41,5.661,64
3.22,68.74,2.735,68
6.29,72.99,3.473,91
5.39,61.74,4.215,55
8.92,72.55,5.704,67
6.35,68.62,5.569,44
4.66,85.55,5.15,59
7.71,60.38,6.88,12
7.13,70.25,6.105,36
4.36,69.76,6.012,2
5.3,81.71,5.695,42
5.34,62.24,5.305,34
8.45,75.04,7.024,31
6.41,75.79,4.932,69
7.45,84.24,7.777,20
5.01,66.45,4.567,38
6.67,61.93,4.297,75
8.61,79.75,4.722,95
5.28,61.05,3.09,89
6.23,69.77,7.432,4
3.27,72.61,2.367,85
4.47,81.16,4.463,62
5.33,59.58,6.399,1
3.88,72.04,4.902,42
8.64,75.26,6.305,51
4.32,66.39,4.696,37
7.57,71.42,5.952,43
6.37,83.89,4.408,92
6.06,69.93,4.141,62
8.97,71.36,6.692,51
1.48,83.86,3.811,53
5.61,72.82,6.899,1
3.84,88.38,4.379,64
2.08,58.62,4.283,16
3.61,72.27,5.788,2
6.03,82.76,7.626,2
4.55,67.81,4.124,58
7.79,72.66,7.157,17
5.57,87.63,4.66,86
5.35,67.25,3.214,80
5.36,79.83,4.126,77
5.8,82.47,7.752,7
5.16,75.77,4.279,62
4.3,75.4,6.151,17
7.98,64.75,6.847,21
4.75,82.31,3.592,95
5.23,62.46,3.353,79
6.86,78.91,5.528,64
6.64,69.82,5.698,43
4.21,71.05,2.99,87
7.51,72.99,5.821,53
7.08,79.99,6.459,41
6.36,90.62,7.105,26
5.14,76.11,3.356,94
5.19,67.8,3.517,75
5.6,60.6,5.255,26
3.54,86.6,3.809,70
5.92,76.75,5.014,67
7.78,72.68,4.517,89
7.75,75.59,4.872,79
5.24,82.67,5.252,59
8.13,70.9,7.109,21
9.81,68.34,6.645,42
5.37,61.9,3.783,70
7.38,64.21,6.473,23
1.47,71.55,2.758,57
3.48,85.75,4.859,53
6.18,69.92,4.431,76
3.99,77.61,5.522,27
10.0,86.25,6.752,62
7.2,78.82,4.817,79
7.93,94.74,6.316,72
5.94,75.68,6.436,25
3.99,73.43,4.852,43
4.96,71.18,4.786,48
6.51,94.92,5.898,61
4.72,87.19,6.644,19
7.34,60.41,5.976,35
7.42,96.1,8.037,21
6.01,79.98,7.225,18
2.35,76.29,2.136,93
9.43,80.18,5.286,91
5.57,65.41,4.832,40
10.0,76.97,6.174,74
7.31,71.91,5.298,53
5.58,71.4,6.94,5
6.9,84.59,7.088,22
1.96,72.36,3.359,56
8.05,76.0,7.797,14
10.0,78.28,8.008,40
1.82,84.44,5.879,1
5.43,87.68,4.986,77
5.79,75.15,5.907,27
7.75,71.22,5.887,49
10.0,94.04,7.61,58
6.77,49.2,3.587,81
10.0,83.67,7.167,72
6.34,73.56,3.346,92
6.9,80.71,7.527,26
6.66,75.41,6.992,20
8.44,87.81,5.742,83
5.16,79.19,6.578,14
7.64,60.79,6.251,25
3.54,60.34,4.126,36
5.43,72.85,5.806,28
4.73,81.08,6.508,8
6.18,88.07,6.224,49
5.37,68.31,2.857,97
8.26,52.89,7.214,6
4.24,79.31,3.416,89
2.54,75.42,5.969,1
3.29,76.43,2.522,94
7.99,63.99,7.444,5
4.06,86.93,4.356,73
6.8,66.84,7.186,8
5.41,78.08,3.692,88
7.65,77.76,4.331,89
5.54,80.5,5.314,41
10.0,67.55,6.28,72
9.8,65.77,5.307,85
5.37,83.53,6.459,19
5.1,80.53,6.676,3
10.0,78.35,7.973,39
3.84,86.26,6.228,16
5.89,78.42,5.155,65
6.04,71.3,4.234,74
6.0,80.18,5.29,70
2.52,79.5,3.567,69
6.99,79.76,7.037,17
4.06,66.17,5.626,21
8.87,65.21,4.262,93
3.09,83.8,4.111,62
6.12,73.52,6.302,31
1.57,55.57,4.35,3
1.69,61.29,3.093,38
4.32,61.81,3.336,60
4.6,85.67,3.527,92
8.93,74.52,5.149,92
5.92,75.35,4.879,65
8.58,71.47,5.371,76
5.24,64.41,5.926,16
7.21,82.6,4.724,89
4.55,81.52,3.517,82
4.41,67.95,6.47,8
2.36,89.02,3.804,70
6.67,82.45,6.171,51
6.52,66.46,5.117,50
7.55,72.13,5.0,73
6.43,71.32,6.589,18
10.0,78.12,5.558,94
6.35,60.71,3.823,84
7.98,67.95,4.792,82
5.35,82.94,5.875,29
4.18,59.13,3.097,75
7.44,73.02,4.175,82
5.82,62.74,5.45,33
7.66,84.13,8.282,3
6.71,78.43,4.038,92
4.41,60.32,5.351,5
8.15,64.58,4.65,80
4.26,75.14,4.227,59
7.25,51.93,6.513,4
8.56,64.0,7.273,18
5.23,66.76,5.475,27
8.31,87.85,8.271,18
6.8,69.23,4.894,66
7.7,81.59,8.185,6
4.33,70.27,2.779,99
6.43,82.45,4.174,83
3.18,59.48,1.674,93
9.42,67.77,7.906,11
1.97,73.91,4.052,38
5.29,76.78,4.798,65
4.14,78.24,4.67,59
7.35,76.93,5.742,54
9.85,80.06,8.456,21
7.31,74.88,4.284,99
10.0,76.74,8.538,8
3.24,64.87,2.601,67
3.4,58.82,5.015,15
4.21,63.82,3.047,81
6.24,58.13,2.974,92
3.95,77.24,4.366,61
4.5,84.39,3.466,100
7.24,65.52,5.487,51
3.52,85.09,5.141,41
3.73,79.52,3.29,78
5.2,69.46,6.281,17
5.39,71.51,5.457,39
8.02,86.15,8.27,20
4.2,51.76,3.775,39
4.56,86.11,4.498,70
7.16,83.96,5.683,70
7.6,69.11,5.03,77
8.86,74.07,7.111,35
6.94,91.27,4.504,99
6.26,61.9,5.899,27
7.15,73.18,6.728,32
5.47,81.47,3.456,98
5.45,77.1,6.97,3
2.45,75.52,4.767,32
7.79,93.17,6.115,71
6.42,63.92,5.42,34
7.55,64.37,6.741,21
0.37,49.87,2.595,29
5.91,64.21,6.924,4
4.29,68.35,3.472,68
9.0,78.2,8.847,1
7.23,84.6,7.119,31
6.47,65.36,5.386,45
5.14,73.57,4.076,81
6.79,88.96,5.907,71
4.14,73.13,4.566,52
5.8,80.19,5.725,44
4.84,86.21,5.424,50
10.0,65.7,7.436,36
8.94,63.67,7.363,21
8.13,91.21,8.168,23
3.02,80.79,2.952,77
7.73,61.73,6.404,34
6.38,64.43,3.531,100
8.45,73.0,5.749,69
6.64,88.94,4.358,100
5.99,84.82,7.327,31
6.47,85.67,7.343,12
2.39,70.64,4.76,28
4.47,74.92,4.644,48
6.75,67.02,6.541,28
8.28,70.84,7.533,7
4.9,63.77,5.36,34
5.92,66.28,3.664,86
2.8,67.74,3.499,51
8.92,73.55,4.868,88
8.23,79.21,5.674,78
7.3,91.66,6.057,80
6.81,71.34,7.171,11
9.11,80.88,5.201,94
4.39,73.21,5.28,38
4.17,84.63,4.741,42
8.12,62.45,7.823,7
7.99,69.64,6.311,46
3.61,81.63,5.071,45
4.94,80.82,7.177,3
9.38,81.0,6.168,79
6.82,89.09,6.002,57
7.57,57.66,5.9,30
3.68,62.46,1.624,97
7.31,80.61,6.286,52
3.16,83.13,3.005,81
2.04,81.55,3.963,54
7.45,100.0,7.202,48
8.87,65.84,4.556,84
5.49,78.69,5.797,33
4.91,74.29,3.708,91
9.42,81.21,8.496,20
5.61,78.76,3.074,98
5.87,69.82,3.308,95
9.39,78.88,8.751,5
5.29,75.83,3.762,82
4.69,76.28,3.052,83
7.63,86.34,8.018,17
4.58,99.81,4.552,87
5.71,55.86,6.106,2
3.36,87.89,5.105,24
6.37,81.42,5.79,51
6.14,67.58,5.612,48
7.94,71.37,6.28,44
7.71,83.82,8.202,1
7.1,75.51,6.13,52
6.79,74.51,7.19,22
5.85,68.13,6.311,14
7.22,67.41,4.674,77
3.78,65.34,2.951,76
1.3,69.9,2.314,71
8.32,73.71,5.663,66
7.35,78.54,5.225,67
5.75,66.77,5.045,40
8.15,82.56,6.977,36
4.54,65.92,3.258,77
4.59,82.69,4.955,58
4.31,66.34,5.09,39
7.14,95.17,5.086,94
2.83,81.48,2.141,100
4.47,83.41,5.495,37
6.58,73.28,7.261,14
3.59,81.07,4.446,64
4.68,62.48,4.938,26
1.58,65.24,3.239,40
7.21,71.93,7.468,7
4.62,90.18,4.213,92
3.8,85.07,6.715,8
3.41,52.63,2.118,79
5.16,65.14,6.517,5
2.84,74.13,2.347,97
9.88,87.56,7.766,43
1.23,77.44,3.868,36
5.1,49.63,3.693,59
6.21,63.27,2.835,100
4.45,82.2,7.02,3
6.42,77.04,5.415,62
4.4,76.35,5.776,22
9.06,86.12,8.227,22
3.76,71.54,2.341,96
1.3,81.99,4.308,38
3.4,91.42,5.261,50
6.77,77.24,4.418,87
5.76,66.06,4.593,53
7.5,70.73,4.358,85
7.0,65.97,7.309,4
4.73,52.59,2.234,79
5.02,67.09,5.38,21
5.23,81.36,6.403,20
9.77,75.09,6.015,84
7.38,88.59,7.433,25
9.78,76.44,6.89,45
7.68,83.84,6.075,64
5.87,57.4,4.475,61
3.96,70.61,4.194,53
6.4,72.31,3.48,95
5.88,66.75,4.135,68
5.81,90.26,5.492,56
5.58,55.7,3.273,93
1.9,73.86,1.416,99
8.52,86.33,5.296,94
5.9,82.63,5.283,58
3.17,71.2,3.326,73
6.96,66.0,5.901,37
4.29,85.91,6.733,5
7.12,69.79,7.331,18
7.76,66.69,6.277,33
8.04,85.0,8.265,13
5.68,78.07,5.947,33
5.17,71.48,5.13,40
4.75,78.25,4.075,66
4.55,79.45,6.315,12
5.97,74.46,3.7,93
5.58,76.54,3.321,93
4.35,53.37,4.033,47
3.71,73.94,4.457,48
5.78,68.6,5.81,23
5.13,67.01,5.087,40
3.72,68.15,5.949,5
7.66,70.03,6.546,36
9.54,72.03,7.535,31
7.93,76.66,7.502,23
4.56,67.66,5.654,16
5.9,80.18,4.599,72
9.08,82.36,8.535,9
3.65,82.26,4.31,54
7.57,84.35,5.837,66
3.1,69.32,5.344,18
9.37,72.29,6.587,47
5.14,77.47,4.341,83
10.0,70.75,7.15,37
9.46,63.42,6.868,40
5.79,69.98,4.531,72
4.56,91.35,4.789,81
6.39,67.57,4.643,69
5.64,67.06,4.222,72
5.2,69.53,3.801,74
2.68,80.57,6.196,3
4.97,78.48,4.427,67
3.78,82.06,2.907,95
7.1,100.0,5.313,91
7.98,83.21,4.956,92
7.48,84.0,6.963,38
6.68,100.0,4.467,100
4.29,79.9,6.005,27
6.41,71.08,6.728,16
7.59,71.97,7.063,15
4.83,85.57,4.574,72
6.24,62.48,5.198,49
5.71,55.53,5.027,28
9.32,66.79,5.495,79
7.7,83.2,5.964,60
7.22,80.93,7.202,24
2.57,73.4,3.092,69
6.35,85.69,5.169,70
5.69,81.08,5.022,60
5.67,78.44,5.272,55
2.87,74.83,5.49,5
3.82,83.96,5.731,25
5.86,82.55,5.632,40
8.23,72.27,7.776,7
4.82,83.13,5.734,31
5.2,68.46,4.178,61
9.56,77.35,8.884,3
5.41,79.0,5.331,52
5.74,71.65,4.267,82
5.77,76.34,4.848,64
3.31,81.08,2.439,93
7.14,64.18,4.676,65
4.69,76.84,4.447,56
5.94,97.15,6.861,29
6.89,66.74,5.321,59
9.89,85.3,7.982,40
3.36,74.04,4.965,33
7.73,86.83,4.837,88
7.74,67.77,6.471,35
4.72,75.06,4.159,71
7.2,97.11,5.053,97
9.29,73.27,5.951,68
4.47,81.33,5.871,35
6.48,80.95,6.73,34
6.81,54.71,3.878,74
7.07,79.46,5.164,74
7.54,62.62,6.666,20
6.33,81.33,5.693,44
7.03,76.18,4.431,81
4.18,63.85,4.2,41
6.33,63.1,4.119,77
5.05,74.27,6.37,7
3.54,99.81,3.562,94
4.98,91.23,6.807,22
6.54,78.6,7.166,11
6.87,80.15,7.624,13
3.46,81.02,5.571,23
4.12,69.66,3.151,74
7.45,68.07,6.902,28
7.02,83.51,7.661,17
7.77,68.98,6.152,47
8.74,89.41,5.509,94
7.08,61.47,6.402,22
5.17,65.98,4.688,49
6.23,89.16,6.332,40
9.32,72.13,5.241,84
10.0,73.77,8.802,6
6.93,81.45,4.822,82
7.07,86.59,4.778,95
7.45,81.1,7.078,26
6.05,77.87,6.137,47
8.33,83.01,6.271,66
8.02,79.09,6.672,45
6.71,85.85,6.82,31
5.36,100.0,6.025,50
2.96,80.05,5.82,13
7.46,66.4,6.08,38
6.43,85.39,4.119,99
4.52,73.54,5.709,25
3.74,78.37,2.57,96
7.32,78.67,6.927,29
2.8,69.18,4.463,35
6.6,71.29,6.455,28
7.69,51.92,3.667,83
7.1,73.99,7.119,19
5.22,80.61,6.991,7
3.5,75.15,4.424,49
7.17,70.4,4.284,83
8.4,78.77,5.815,72
4.85,65.57,5.837,14
7.01,64.42,3.391,99
9.16,80.26,8.959,8
6.68,80.81,3.991,100
5.21,80.11,4.577,66
8.08,71.99,5.919,64
4.52,85.94,3.488,93
3.4,63.76,4.971,24
7.62,72.03,7.522,15
5.19,82.48,4.438,72
5.37,83.6,7.056,3
4.75,67.28,6.355,11
5.05,96.43,5.047,71
8.81,73.69,7.207,39
9.32,75.88,8.582,5
9.59,84.78,8.514,21
8.18,90.52,7.919,22
6.93,75.62,3.715,96
3.14,86.73,5.573,38
5.62,70.44,7.034,7
10.0,91.68,6.342,90
5.13,75.39,3.756,91
9.03,78.14,6.419,53
6.11,71.53,5.617,53
0.64,77.16,3.146,43
7.28,67.7,5.597,51
8.53,74.38,8.658,4
5.9,75.17,6.534,18
8.47,64.44,7.72,2
2.66,69.29,3.431,58
3.23,54.0,4.217,33
6.41,62.59,4.527,65
6.95,74.86,4.129,94
8.71,84.59,6.045,63
7.28,71.43,4.073,89
3.61,74.69,2.686,90
6.43,86.62,6.702,31
7.2,83.33,4.865,80
2.25,83.19,3.349,68
5.91,76.19,6.82,13
5.33,70.1,5.565,27
4.69,78.96,4.935,57
7.0,87.83,7.709,14
3.7,93.07,5.162,52
6.83,99.06,6.231,63
7.12,90.3,5.45,80
8.17,75.44,5.062,73
3.75,62.98,2.031,94
2.99,81.02,5.612,9
6.56,85.97,6.397,39
5.43,49.47,2.12,91
10.0,60.21,8.262,7
6.92,70.43,5.477,57
6.12,67.31,5.098,55
5.65,58.91,6.128,7
3.56,78.8,3.211,83
7.13,87.41,5.193,80
5.84,73.12,6.255,16
5.84,58.4,5.023,47
6.19,77.06,3.281,98
6.44,63.9,4.3,63
2.52,64.91,1.459,93
7.67,84.6,4.875,96
4.31,87.0,3.692,79
5.72,72.11,5.762,33
8.57,82.31,8.164,21
9.56,64.26,4.619,95
2.6,80.29,4.301,39
6.06,71.16,5.936,29
6.55,61.74,6.064,16
2.98,65.93,3.635,45
7.61,79.1,5.015,87
6.23,60.19,4.018,71
6.39,72.18,6.315,32
4.16,85.68,5.423,43
6.83,70.07,6.617,30
7.68,59.59,6.811,10
6.25,72.23,6.54,15
4.97,81.78,6.475,13
5.13,62.02,4.135,58
6.44,86.87,5.061,86
6.1,82.63,6.565,23
7.81,78.5,6.258,53
5.04,80.77,5.861,34
3.56,76.27,3.457,70
6.72,78.34,5.855,45
5.04,75.71,5.522,32
7.57,83.83,5.633,53
6.02,87.93,4.837,76
7.31,66.79,6.59,31
3.97,67.98,4.315,44
6.29,71.09,3.954,79
4.6,68.91,3.012,76
3.56,86.34,3.2,99
4.28,60.0,3.574,65
4.91,80.43,6.207,25
8.49,88.87,8.146,10
4.86,69.21,5.53,33
3.46,89.72,4.642,57
6.26,86.57,6.072,42
6.06,71.51,4.665,52
5.02,83.19,5.199,63
5.68,66.73,6.439,15
7.95,63.98,7.342,8
7.34,70.36,5.753,38
7.17,88.5,7.168,28
3.63,70.42,3.053,72
10.0,75.42,5.655,88
8.1,64.96,7.807,2
7.03,83.67,8.131,3
3.67,83.31,5.858,25
7.9,67.96,6.609,34
5.0,51.83,4.845,36
5.61,71.38,3.922,81
2.64,79.43,4.205,52
3.52,74.87,5.941,19
6.88,75.8,4.233,93
8.01,78.5,5.811,62
7.37,69.89,5.798,52
7.3,62.45,3.952,83
5.87,82.39,3.515,100
5.19,66.15,5.608,30
6.58,62.98,6.223,11
7.64,80.0,7.882,9
6.01,63.94,3.097,98
8.42,66.82,7.349,20
5.57,90.81,7.702,4
4.04,90.89,4.315,69
5.98,86.91,6.174,53
6.21,82.59,4.699,77
5.84,86.56,4.994,68
8.56,94.63,9.183,10
7.61,85.94,5.674,66
3.14,77.51,4.042,55
9.07,83.73,8.392,10
0.52,70.35,2.678,47
10.0,76.46,6.501,66
5.43,76.91,4.096,80
5.62,73.62,4.522,71
5.88,71.85,4.076,73
6.77,87.88,7.658,24
6.0,65.47,4.054,73
5.73,76.48,5.396,46
8.62,62.11,4.48,93
7.13,54.92,6.755,8
4.08,86.95,6.45,12
7.48,87.86,8.552,2
